date,actual_sales,predicted_sales,error,absolute_error
2015-04-16,205,245.75279255029133,-40.75279255029133,40.75279255029133
2015-04-16,258,219.56150940166768,38.43849059833232,38.43849059833232
2015-04-16,303,247.48856736686506,55.511432633134945,55.511432633134945
2015-04-16,733,767.4556840021206,-34.45568400212062,34.45568400212062
2015-04-16,151,200.3134550581952,-49.31345505819519,49.31345505819519
2015-04-16,249,325.66597276035117,-76.66597276035117,76.66597276035117
2015-04-16,2120,2164.954410722593,-44.95441072259291,44.95441072259291
2015-04-16,719,798.7201679675475,-79.72016796754747,79.72016796754747
2015-04-16,1642,1821.2766803709733,-179.27668037097328,179.27668037097328
2015-04-17,187,305.52377787506157,-118.52377787506157,118.52377787506157
2015-04-17,1661,1856.1795868001157,-195.17958680011566,195.17958680011566
2015-04-17,227,315.40468605966487,-88.40468605966487,88.40468605966487
2015-04-17,187,265.4344582899481,-78.43445828994811,78.43445828994811
2015-04-17,1975,2298.5941229742343,-323.5941229742343,323.5941229742343
2015-04-17,2008,2186.8917525179695,-178.8917525179695,178.8917525179695
2015-04-17,277,456.24689307094036,-179.24689307094036,179.24689307094036
2015-04-17,938,1015.709687464379,-77.70968746437904,77.70968746437904
2015-04-17,3491,3585.293329519592,-94.29332951959213,94.29332951959213
2015-04-17,341,393.01557426300036,-52.01557426300036,52.01557426300036
2015-04-17,663,826.5121444276011,-163.51214442760113,163.51214442760113
2015-04-17,2538,2465.860644822675,72.13935517732489,72.13935517732489
2015-04-17,308,381.5351568653953,-73.53515686539532,73.53515686539532
2015-04-17,412,537.0080005396461,-125.0080005396461,125.0080005396461
2015-04-17,157,242.51371340538577,-85.51371340538577,85.51371340538577
2015-04-17,552,673.1966010344049,-121.19660103440492,121.19660103440492
2015-04-17,2951,2960.8511090611873,-9.851109061187344,9.851109061187344
2015-04-17,740,803.3929180087113,-63.39291800871126,63.39291800871126
2015-04-17,225,277.6770987047501,-52.67709870475011,52.67709870475011
2015-04-17,858,1005.4504541925935,-147.4504541925935,147.4504541925935
2015-04-17,499,445.18674844008444,53.81325155991556,53.81325155991556
2015-04-17,651,869.8045600883036,-218.80456008830356,218.80456008830356
2015-04-17,2300,2193.9856612017234,106.01433879827664,106.01433879827664
2015-04-17,1199,1211.6821937027883,-12.682193702788254,12.682193702788254
2015-04-17,752,766.5870616971096,-14.587061697109561,14.587061697109561
2015-04-17,873,910.8683407409785,-37.86834074097851,37.86834074097851
2015-04-17,1540,1582.8383620320985,-42.83836203209853,42.83836203209853
2015-04-17,1675,1506.9309254217424,168.06907457825764,168.06907457825764
2015-04-17,2026,2129.2656086700626,-103.26560867006265,103.26560867006265
2015-04-17,848,863.9069529210597,-15.906952921059656,15.906952921059656
2015-04-18,263,221.4924880157778,41.50751198422219,41.50751198422219
2015-04-18,358,308.63256043628826,49.36743956371174,49.36743956371174
2015-04-18,1651,1824.5996027671918,-173.59960276719175,173.59960276719175
2015-04-18,968,1086.053935240175,-118.05393524017495,118.05393524017495
2015-04-18,300,402.5913314940276,-102.5913314940276,102.5913314940276
2015-04-18,2875,2927.1561447830913,-52.15614478309135,52.15614478309135
2015-04-18,318,267.89590299802524,50.104097001974765,50.104097001974765
2015-04-18,2680,2581.132767301096,98.86723269890399,98.86723269890399
2015-04-18,627,661.7866682445367,-34.78666824453671,34.78666824453671
2015-04-18,3086,2591.0136213683913,494.98637863160866,494.98637863160866
2015-04-18,957,927.400815251191,29.599184748808966,29.599184748808966
2015-04-18,315,387.71233017321435,-72.71233017321435,72.71233017321435
2015-04-18,447,414.2350861646856,32.76491383531442,32.76491383531442
2015-04-18,2279,2204.7795889063405,74.22041109365955,74.22041109365955
2015-04-18,1162,1069.2089985572404,92.79100144275958,92.79100144275958
2015-04-18,1050,1019.5327672701112,30.467232729888792,30.467232729888792
2015-04-18,1359,1123.6343221722068,235.3656778277932,235.3656778277932
2015-04-18,3862,4467.80595460809,-605.8059546080904,605.8059546080904
2015-04-18,2257,2355.3692249574947,-98.36922495749468,98.36922495749468
2015-04-18,743,613.898021148892,129.10197885110802,129.10197885110802
2015-04-18,574,605.9366393592115,-31.93663935921154,31.93663935921154
2015-04-18,1257,1159.2710620821124,97.7289379178876,97.7289379178876
2015-04-18,440,397.99561571740287,42.00438428259713,42.00438428259713
2015-04-18,1077,1098.679692157729,-21.67969215772905,21.67969215772905
2015-04-18,1235,1054.6081040223698,180.39189597763016,180.39189597763016
2015-04-18,1738,2040.5546761838305,-302.55467618383045,302.55467618383045
2015-04-18,2917,2757.0974631107388,159.90253688926123,159.90253688926123
2015-04-18,1524,1605.6059745107682,-81.60597451076819,81.60597451076819
2015-04-18,546,564.4547486373018,-18.454748637301805,18.454748637301805
2015-04-18,3651,3669.372510642992,-18.372510642991983,18.372510642991983
2015-04-19,598,559.5208787126783,38.47912128732173,38.47912128732173
2015-04-19,2555,2288.458020496829,266.5419795031712,266.5419795031712
2015-04-19,1149,1128.8550212833406,20.144978716659352,20.144978716659352
2015-04-19,1150,1155.9945497927936,-5.994549792793578,5.994549792793578
2015-04-19,2917,2547.2643021355975,369.7356978644025,369.7356978644025
2015-04-19,3013,2999.6623808481304,13.337619151869603,13.337619151869603
2015-04-19,732,605.949454224635,126.05054577536498,126.05054577536498
2015-04-19,487,391.5743051921774,95.4256948078226,95.4256948078226
2015-04-19,241,207.12631005020737,33.873689949792634,33.873689949792634
2015-04-19,410,355.6575061737521,54.3424938262479,54.3424938262479
2015-04-19,385,421.61987647425866,-36.61987647425866,36.61987647425866
2015-04-19,907,890.0704596036645,16.929540396335483,16.929540396335483
2015-04-19,922,874.9933040369464,47.00669596305363,47.00669596305363
2015-04-19,2325,2112.6875331545434,212.31246684545658,212.31246684545658
2015-04-19,2365,2394.284014584389,-29.284014584388842,29.284014584388842
2015-04-19,4731,4352.6108063054335,378.38919369456653,378.38919369456653
2015-04-19,357,355.31207022585374,1.6879297741462551,1.6879297741462551
2015-04-19,337,341.1873739297785,-4.187373929778516,4.187373929778516
2015-04-19,2972,2790.6029512590094,181.3970487409906,181.3970487409906
2015-04-19,1079,1135.6355966176277,-56.6355966176277,56.6355966176277
2015-04-19,264,261.11879634424236,2.881203655757645,2.881203655757645
2015-04-19,936,779.1554932400851,156.8445067599149,156.8445067599149
2015-04-19,1230,1121.8999411551583,108.10005884484167,108.10005884484167
2015-04-19,1383,1216.3681054177516,166.63189458224838,166.63189458224838
2015-04-19,553,421.9680763430922,131.0319236569078,131.0319236569078
2015-04-19,2509,2710.507715872268,-201.5077158722679,201.5077158722679
2015-04-19,1674,1606.7060721535765,67.29392784642346,67.29392784642346
2015-04-19,1810,1738.037958885329,71.96204111467091,71.96204111467091
2015-04-19,3868,3734.322411877378,133.67758812262218,133.67758812262218
2015-04-19,500,535.6349217704321,-35.63492177043213,35.63492177043213
2015-04-20,679,634.4842468613625,44.51575313863748,44.51575313863748
2015-04-20,749,673.269733791465,75.730266208535,75.730266208535
2015-04-20,1016,976.5553047025768,39.44469529742321,39.44469529742321
2015-04-20,2307,2273.6324259698813,33.3675740301187,33.3675740301187
2015-04-20,995,1120.7858753550645,-125.78587535506449,125.78587535506449
2015-04-20,443,437.53418747183485,5.465812528165145,5.465812528165145
2015-04-20,316,374.8736487169449,-58.8736487169449,58.8736487169449
2015-04-20,459,459.2986253249248,-0.2986253249247852,0.2986253249247852
2015-04-20,2343,2108.742892736918,234.25710726308216,234.25710726308216
2015-04-20,236,191.73849378867718,44.261506211322825,44.261506211322825
2015-04-20,643,609.2424724429186,33.7575275570814,33.7575275570814
2015-04-20,769,785.9427529008348,-16.942752900834762,16.942752900834762
2015-04-20,2656,2602.449430053885,53.55056994611505,53.55056994611505
2015-04-20,583,583.216957142595,-0.21695714259499255,0.21695714259499255
2015-04-20,1036,1014.2936751890761,21.70632481092389,21.70632481092389
2015-04-20,872,882.9458118493179,-10.94581184931792,10.94581184931792
2015-04-20,283,352.09445471311494,-69.09445471311494,69.09445471311494
2015-04-20,218,257.22111789985223,-39.22111789985223,39.22111789985223
2015-04-20,1910,1803.575456351604,106.42454364839591,106.42454364839591
2015-04-20,256,210.88731108672454,45.11268891327546,45.11268891327546
2015-04-20,1556,1545.227526030457,10.772473969542943,10.772473969542943
2015-04-20,1647,1904.4151201148854,-257.41512011488544,257.41512011488544
2015-04-20,1847,1664.2822263488642,182.71777365113576,182.71777365113576
2015-04-20,271,331.74444050554854,-60.74444050554854,60.74444050554854
2015-04-20,834,843.2966281985596,-9.296628198559574,9.296628198559574
2015-04-20,1808,1863.3921569010315,-55.39215690103151,55.39215690103151
2015-04-20,2371,2341.4625726088852,29.53742739111476,29.53742739111476
2015-04-20,388,336.9001189101511,51.09988108984891,51.09988108984891
2015-04-20,255,287.2545925389183,-32.2545925389183,32.2545925389183
2015-04-20,3372,3628.267778515652,-256.267778515652,256.267778515652
2015-04-21,318,295.7292250635801,22.27077493641991,22.27077493641991
2015-04-21,2196,2160.2151952272734,35.7848047727266,35.7848047727266
2015-04-21,1082,1005.2408946197601,76.75910538023993,76.75910538023993
2015-04-21,619,752.719151705912,-133.71915170591205,133.71915170591205
2015-04-21,785,798.9283751790525,-13.928375179052523,13.928375179052523
2015-04-21,299,343.428055667978,-44.428055667978015,44.428055667978015
2015-04-21,1544,1586.7009379268693,-42.7009379268693,42.7009379268693
2015-04-21,488,424.38795490983233,63.61204509016767,63.61204509016767
2015-04-21,900,918.1536969104577,-18.15369691045771,18.15369691045771
2015-04-21,3209,3309.966142354629,-100.96614235462903,100.96614235462903
2015-04-21,1408,1357.044949122842,50.9550508771581,50.9550508771581
2015-04-21,1773,1813.4113575613994,-40.41135756139943,40.41135756139943
2015-04-21,550,572.1695593947278,-22.1695593947278,22.1695593947278
2015-04-21,793,687.875114872401,105.12488512759899,105.12488512759899
2015-04-21,2254,2290.7556718644823,-36.75567186448234,36.75567186448234
2015-04-21,224,259.451266060097,-35.451266060097,35.451266060097
2015-04-21,284,217.90190814018456,66.09809185981544,66.09809185981544
2015-04-21,1701,1675.0074474384217,25.99255256157835,25.99255256157835
2015-04-21,572,571.9925752024694,0.007424797530575233,0.007424797530575233
2015-04-21,187,191.87717459177918,-4.8771745917791804,4.8771745917791804
2015-04-21,589,595.4678619079627,-6.467861907962742,6.467861907962742
2015-04-21,1552,1659.154383699762,-107.15438369976209,107.15438369976209
2015-04-21,341,260.65061202045587,80.34938797954413,80.34938797954413
2015-04-21,2011,1858.7338583293554,152.26614167064463,152.26614167064463
2015-04-21,674,640.5823940766767,33.41760592332332,33.41760592332332
2015-04-21,282,305.2882575316939,-23.288257531693887,23.288257531693887
2015-04-21,729,760.0765617254874,-31.07656172548741,31.07656172548741
2015-04-21,2053,2096.037479231788,-43.037479231787984,43.037479231787984
2015-04-21,306,300.0823185311179,5.917681468882108,5.917681468882108
2015-04-21,504,530.5185365091625,-26.51853650916246,26.51853650916246
2015-04-22,795,742.9789360237993,52.02106397620071,52.02106397620071
2015-04-22,1970,1913.753734656759,56.24626534324102,56.24626534324102
2015-04-22,375,389.7978065247853,-14.797806524785301,14.797806524785301
2015-04-22,1400,1368.178657541311,31.82134245868906,31.82134245868906
2015-04-22,772,714.8991835088323,57.100816491167734,57.100816491167734
2015-04-22,2169,2252.7653680504513,-83.76536805045134,83.76536805045134
2015-04-22,448,318.5686349567684,129.4313650432316,129.4313650432316
2015-04-22,1613,1648.1160726590135,-35.116072659013525,35.116072659013525
2015-04-22,1469,1489.7562582707938,-20.75625827079375,20.75625827079375
2015-04-22,572,498.51496842866584,73.48503157133416,73.48503157133416
2015-04-22,541,595.1093979370929,-54.10939793709292,54.10939793709292
2015-04-22,389,412.60481967730567,-23.60481967730567,23.60481967730567
2015-04-22,1869,1718.9683193159512,150.03168068404875,150.03168068404875
2015-04-22,1599,1564.0329680296097,34.96703197039028,34.96703197039028
2015-04-22,480,449.57342624454066,30.426573755459344,30.426573755459344
2015-04-22,3342,3165.212797711554,176.78720228844622,176.78720228844622
2015-04-22,229,239.3102743495774,-10.310274349577412,10.310274349577412
2015-04-22,740,1089.6485280237328,-349.64852802373275,349.64852802373275
2015-04-22,579,554.5766093274674,24.423390672532605,24.423390672532605
2015-04-22,2146,2083.1018147443597,62.89818525564033,62.89818525564033
2015-04-22,218,301.96433885383374,-83.96433885383374,83.96433885383374
2015-04-22,350,330.4255218573859,19.57447814261411,19.57447814261411
2015-04-22,786,750.15262136105,35.84737863894998,35.84737863894998
2015-04-22,2029,2369.818165693621,-340.8181656936208,340.8181656936208
2015-04-22,193,208.33312366695955,-15.333123666959551,15.333123666959551
2015-04-22,352,346.28375939965304,5.716240600346964,5.716240600346964
2015-04-22,681,644.7820907940245,36.2179092059755,36.2179092059755
2015-04-22,1136,1074.388346944142,61.611653055857914,61.611653055857914
2015-04-22,278,234.46687316494612,43.53312683505388,43.53312683505388
2015-04-22,862,930.6804727039816,-68.68047270398165,68.68047270398165
2015-04-23,881,782.9590586846979,98.04094131530212,98.04094131530212
2015-04-23,1481,1434.5250455422256,46.4749544577744,46.4749544577744
2015-04-23,816,730.2380311564797,85.76196884352032,85.76196884352032
2015-04-23,1486,1604.825803221096,-118.82580322109607,118.82580322109607
2015-04-23,644,681.687736143352,-37.687736143352026,37.687736143352026
2015-04-23,2080,1969.9822808838633,110.01771911613673,110.01771911613673
2015-04-23,1702,1912.2283675091805,-210.22836750918054,210.22836750918054
2015-04-23,345,329.61286654564424,15.387133454355762,15.387133454355762
2015-04-23,332,313.8996168667061,18.100383133293917,18.100383133293917
2015-04-23,260,256.1013117093836,3.8986882906164055,3.8986882906164055
2015-04-23,612,573.3988231602701,38.601176839729874,38.601176839729874
2015-04-23,2510,2231.006745341251,278.9932546587488,278.9932546587488
2015-04-23,249,227.68994543493483,21.310054565065172,21.310054565065172
2015-04-23,517,415.60679469291205,101.39320530708795,101.39320530708795
2015-04-23,515,456.41227388161934,58.58772611838066,58.58772611838066
2015-04-23,711,758.0538527844118,-47.05385278441179,47.05385278441179
2015-04-23,530,558.5483139476999,-28.548313947699853,28.548313947699853
2015-04-23,1074,1096.0798991117324,-22.079899111732402,22.079899111732402
2015-04-23,249,188.03876205869992,60.961237941300084,60.961237941300084
2015-04-23,1692,1522.292862757176,169.70713724282405,169.70713724282405
2015-04-23,3487,3219.7734238304515,267.2265761695485,267.2265761695485
2015-04-23,229,237.94015993572984,-8.940159935729838,8.940159935729838
2015-04-23,326,336.06031677469406,-10.060316774694058,10.060316774694058
2015-04-23,888,876.3750243533631,11.624975646636926,11.624975646636926
2015-04-23,1565,1437.2206836620821,127.77931633791786,127.77931633791786
2015-04-23,1690,1821.7423000305687,-131.74230003056869,131.74230003056869
2015-04-23,772,750.5781131496218,21.4218868503782,21.4218868503782
2015-04-23,2179,2104.0060881559807,74.9939118440193,74.9939118440193
2015-04-23,337,310.0339640616942,26.966035938305822,26.966035938305822
2015-04-23,499,543.1572961722281,-44.15729617222814,44.15729617222814
2015-04-24,811,933.5304644373103,-122.53046443731034,122.53046443731034
2015-04-24,284,256.5933805572522,27.406619442747797,27.406619442747797
2015-04-24,2145,1984.5130617535385,160.48693824646148,160.48693824646148
2015-04-24,3341,3457.267762064042,-116.26776206404202,116.26776206404202
2015-04-24,895,861.5509657590355,33.449034240964465,33.449034240964465
2015-04-24,1461,1221.7718404923814,239.22815950761856,239.22815950761856
2015-04-24,2364,2176.4011613040407,187.59883869595933,187.59883869595933
2015-04-24,805,732.4190628913198,72.58093710868025,72.58093710868025
2015-04-24,633,571.2406383674194,61.759361632580635,61.759361632580635
2015-04-24,289,261.9909924105158,27.009007589484213,27.009007589484213
2015-04-24,527,436.7686650405364,90.2313349594636,90.2313349594636
2015-04-24,2246,1956.633422366669,289.36657763333096,289.36657763333096
2015-04-24,811,825.9475527656291,-14.947552765629098,14.947552765629098
2015-04-24,2342,2380.46376111715,-38.46376111715017,38.46376111715017
2015-04-24,1679,1680.7415251707002,-1.7415251707002426,1.7415251707002426
2015-04-24,702,723.6872488818868,-21.68724888188683,21.68724888188683
2015-04-24,1552,1519.8770511990722,32.122948800927816,32.122948800927816
2015-04-24,875,930.3153070653847,-55.31530706538467,55.31530706538467
2015-04-24,301,314.6716588824017,-13.671658882401687,13.671658882401687
2015-04-24,2008,1779.8511757478057,228.14882425219434,228.14882425219434
2015-04-24,1574,1560.2872528068838,13.712747193116229,13.712747193116229
2015-04-24,2792,2843.036475165446,-51.03647516544606,51.03647516544606
2015-04-24,379,357.91228291347466,21.087717086525345,21.087717086525345
2015-04-24,368,293.9345986923577,74.06540130764228,74.06540130764228
2015-04-24,625,496.41369210077295,128.58630789922705,128.58630789922705
2015-04-24,730,688.0378518580526,41.96214814194741,41.96214814194741
2015-04-24,398,347.11008528694634,50.889914713053656,50.889914713053656
2015-04-24,486,491.7663224433255,-5.766322443325521,5.766322443325521
2015-04-24,211,204.61792961577248,6.382070384227518,6.382070384227518
2015-04-24,789,786.6778399622818,2.322160037718163,2.322160037718163
2015-04-25,3222,2753.6856348334345,468.3143651665655,468.3143651665655
2015-04-25,2770,2842.2341937428146,-72.23419374281457,72.23419374281457
2015-04-25,609,619.5630716713196,-10.563071671319562,10.563071671319562
2015-04-25,2284,2240.5381727903164,43.461827209683634,43.461827209683634
2015-04-25,4514,3973.6521508016617,540.3478491983383,540.3478491983383
2015-04-25,407,385.9433819402536,21.056618059746427,21.056618059746427
2015-04-25,1123,1130.2834363003146,-7.283436300314634,7.283436300314634
2015-04-25,4005,3449.1106965435324,555.8893034564676,555.8893034564676
2015-04-25,2593,2552.946514463312,40.053485536688186,40.053485536688186
2015-04-25,2128,1891.3818876630246,236.6181123369754,236.6181123369754
2015-04-25,710,632.6129816572476,77.38701834275241,77.38701834275241
2015-04-25,1131,997.3442413229845,133.65575867701546,133.65575867701546
2015-04-25,1174,1083.5248267808272,90.4751732191728,90.4751732191728
2015-04-25,325,320.6403917907731,4.359608209226906,4.359608209226906
2015-04-25,2135,2024.5314410922122,110.46855890778784,110.46855890778784
2015-04-25,477,441.0160492012959,35.983950798704086,35.983950798704086
2015-04-25,632,655.9302433777866,-23.93024337778661,23.93024337778661
2015-04-25,2762,2621.3032429606055,140.69675703939447,140.69675703939447
2015-04-25,290,319.95981805528,-29.95981805527998,29.95981805527998
2015-04-25,1176,1131.6404473807918,44.359552619208216,44.359552619208216
2015-04-25,995,1016.140307279502,-21.140307279502053,21.140307279502053
2015-04-25,538,531.2879578191216,6.71204218087837,6.71204218087837
2015-04-25,1382,1115.1546750685943,266.8453249314057,266.8453249314057
2015-04-25,417,374.22083285711653,42.779167142883466,42.779167142883466
2015-04-25,1647,1628.5000039130578,18.499996086942247,18.499996086942247
2015-04-25,1616,1756.848060321026,-140.84806032102597,140.84806032102597
2015-04-25,438,440.15574000687025,-2.1557400068702464,2.1557400068702464
2015-04-25,870,918.8351078606636,-48.835107860663584,48.835107860663584
2015-04-25,1014,1066.5575274936298,-52.55752749362978,52.55752749362978
2015-04-25,214,228.62825302063536,-14.628253020635356,14.628253020635356
2015-04-26,1120,1149.8108976054757,-29.810897605475702,29.810897605475702
2015-04-26,403,416.734656856079,-13.734656856079027,13.734656856079027
2015-04-26,2915,2833.0762113779715,81.9237886220285,81.9237886220285
2015-04-26,283,201.54101215839762,81.45898784160238,81.45898784160238
2015-04-26,840,695.0787692683964,144.9212307316036,144.9212307316036
2015-04-26,421,385.3211486674585,35.67885133254151,35.67885133254151
2015-04-26,988,1081.4623807340793,-93.46238073407926,93.46238073407926
2015-04-26,550,541.0294967476433,8.970503252356707,8.970503252356707
2015-04-26,2442,2265.262941062948,176.7370589370521,176.7370589370521
2015-04-26,1803,1726.461868305756,76.53813169424393,76.53813169424393
2015-04-26,820,863.9793380739331,-43.97933807393315,43.97933807393315
2015-04-26,422,388.73740197264704,33.262598027352965,33.262598027352965
2015-04-26,404,502.89171608115174,-98.89171608115174,98.89171608115174
2015-04-26,2894,2832.745363459895,61.25463654010491,61.25463654010491
2015-04-26,2694,2595.7529442325567,98.24705576744327,98.24705576744327
2015-04-26,284,253.6759122334334,30.324087766566606,30.324087766566606
2015-04-26,589,572.5183298672097,16.481670132790327,16.481670132790327
2015-04-26,2766,2585.3332943982323,180.66670560176772,180.66670560176772
2015-04-26,1441,1585.268988459301,-144.268988459301,144.268988459301
2015-04-26,1063,1128.863767924783,-65.8637679247829,65.8637679247829
2015-04-26,1274,1237.1753693184487,36.8246306815513,36.8246306815513
2015-04-26,443,341.3945917041908,101.60540829580918,101.60540829580918
2015-04-26,3952,3873.094881481033,78.9051185189669,78.9051185189669
2015-04-26,849,935.880811209458,-86.88081120945799,86.88081120945799
2015-04-26,4873,4719.595695151941,153.40430484805893,153.40430484805893
2015-04-26,2177,2174.2722979035316,2.7277020964684198,2.7277020964684198
2015-04-26,2363,2236.1521200983602,126.84787990163977,126.84787990163977
2015-04-26,374,316.1375785284817,57.8624214715183,57.8624214715183
2015-04-26,1050,1167.4964230178323,-117.49642301783229,117.49642301783229
2015-04-26,909,997.4076779420108,-88.40767794201076,88.40767794201076
2015-04-27,467,448.98958835827915,18.01041164172085,18.01041164172085
2015-04-27,316,319.38528058299164,-3.3852805829916406,3.3852805829916406
2015-04-27,197,198.52394294797872,-1.5239429479787248,1.5239429479787248
2015-04-27,544,530.6763563157006,13.32364368429944,13.32364368429944
2015-04-27,721,767.3596451760345,-46.35964517603452,46.35964517603452
2015-04-27,1953,1865.9375381066297,87.06246189337025,87.06246189337025
2015-04-27,199,218.74478913770258,-19.744789137702583,19.744789137702583
2015-04-27,3816,3333.5314354885722,482.46856451142776,482.46856451142776
2015-04-27,1691,1539.2652324232454,151.73476757675462,151.73476757675462
2015-04-27,989,978.753613593051,10.246386406949,10.246386406949
2015-04-27,2712,2617.647896525571,94.35210347442899,94.35210347442899
2015-04-27,821,801.5089711717095,19.491028828290496,19.491028828290496
2015-04-27,365,362.53152617127876,2.468473828721244,2.468473828721244
2015-04-27,313,329.0712015485894,-16.071201548589386,16.071201548589386
2015-04-27,2279,2151.5733566743525,127.42664332564755,127.42664332564755
2015-04-27,530,604.7872811528197,-74.78728115281967,74.78728115281967
2015-04-27,1752,1607.4324493903152,144.56755060968476,144.56755060968476
2015-04-27,2561,2033.6137530801898,527.3862469198102,527.3862469198102
